TASK 8 - DELIVERY PERFORMANCE ANALYSIS
Delay_Days = Order_Delivered_Carrier_Date - Shipping_Limit_Date.
Negative value means the item was shipped before the expected shipping limit.
Rows with NULL actual/expected delivery timestamps are excluded.
Valid order-item rows used: 111456

A. Delivery performance summary
Delivery_Performance | Item_Count | Avg_Delay_Days | Min_Delay_Days | Max_Delay_Days
---------------------+------------+----------------+----------------+---------------
Early                | 100851     | -4.00          | -1055.24       | -0.01         
Late                 | 10372      | 3.12           | 0.01           | 117.76        
On_Time              | 233        | 0.00           | 0.00           | 0.00          

B. Top 50 latest order items by delay days
Order_ID                         | Order_Item_ID | Seller_ID                        | Order_Status | Expected_Delivery_Time | Actual_Delivery_Time  | Delay_Days | Delivery_Performance
262118ce178bb3e4590a3adcf6d62e6b | 1             | b56906f7fd1696e043f1bcce164c487b | delivered    | 2022-10-11 12:13:00.0  | 2022-11-17 08:27:00.0 | 36.84      | Late                
262118ce178bb3e4590a3adcf6d62e6b | 2             | b56906f7fd1696e043f1bcce164c487b | delivered    | 2022-10-11 12:13:00.0  | 2022-11-17 08:27:00.0 | 36.84      | Late                
10c5eb3ea9a23055a311c44022b574eb | 1             | 95b293867b5862941c9cd74f756a3c68 | delivered    | 2024-02-07 03:12:00.0  | 2024-03-14 21:37:00.0 | 36.77      | Late                
7b9969738a7e690d13867eedd1fef01a | 1             | 9c0e69c7bf2619675bbadf47b43f655a | delivered    | 2024-01-11 12:08:00.0  | 2024-02-17 02:18:00.0 | 36.59      | Late                
30d6ee4a4d29531562ae9ca6c0635d61 | 1             | c3867b4666c7d76867627c2f7fb22e21 | delivered    | 2023-10-19 03:21:00.0  | 2023-11-24 16:43:00.0 | 36.56      | Late                
7141a7eee8944cb711fa1fd4f76300bc | 1             | 054694fa03fe82cec4b7551487331d74 | delivered    | 2024-01-16 12:26:00.0  | 2024-02-21 20:38:00.0 | 36.34      | Late                
6460e331ee8f69c01f1423cca48d9991 | 1             | ce27a3cc3c8cc1ea79d11e561e9bebb6 | delivered    | 2022-10-15 05:02:00.0  | 2022-11-20 09:57:00.0 | 36.20      | Late                
9d3c48c87bfb7e8b574b4d375f882841 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 00:31:00.0  | 2024-01-04 23:05:00.0 | 35.94      | Late                
63fc384c8e172e856d4cde83ce2a5234 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 00:59:00.0  | 2024-01-04 23:15:00.0 | 35.93      | Late                
fcf77320278b491829c6e5d767a3f20d | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 02:16:00.0  | 2024-01-04 23:29:00.0 | 35.88      | Late                
38541d08d4eb7d571b5b80cb6ca9be03 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | shipped      | 2023-11-30 00:52:00.0  | 2024-01-04 21:07:00.0 | 35.84      | Late                
1db522d84fad144624204d532f5277f4 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 02:38:00.0  | 2024-01-04 20:44:00.0 | 35.75      | Late                
beed527292a9e9a0e10bc602565b510c | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 02:54:00.0  | 2024-01-04 20:23:00.0 | 35.73      | Late                
f92ebc52a42344683b930dfb16d2f317 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 04:18:00.0  | 2024-01-04 21:28:00.0 | 35.72      | Late                
f92ebc52a42344683b930dfb16d2f317 | 2             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 04:18:00.0  | 2024-01-04 21:28:00.0 | 35.72      | Late                
67ca959c49356f3b0b6ec2b340cabccf | 1             | c990d6cf976a5718aaedc539f383ab88 | delivered    | 2024-01-22 03:50:00.0  | 2024-02-26 19:37:00.0 | 35.66      | Late                
840d7cc10efae8ba460cc8ea84f1b6db | 1             | 244b04680fdbded0acf5aebd9c92b44a | delivered    | 2023-12-26 11:12:00.0  | 2024-01-31 01:27:00.0 | 35.59      | Late                
766a7aafdf6f237885465c7487a30eb7 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 10:54:00.0  | 2024-01-04 22:34:00.0 | 35.49      | Late                
2f80f814bc64931dfec546e11216cbef | 1             | 0bf0150d5b9d60d9cd2906003332f085 | delivered    | 2023-03-09 02:15:00.0  | 2023-04-13 12:47:00.0 | 35.44      | Late                
cb503219f1a73d8a4dfe8561be373c99 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | shipped      | 2023-11-30 11:31:00.0  | 2024-01-04 21:41:00.0 | 35.42      | Late                
8ad14ad7dd26465b377d99c9e26eb76f | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 14:17:00.0  | 2024-01-04 22:24:00.0 | 35.34      | Late                
48cefe210d7a04f470fd6592ea91ffb9 | 1             | 54965bbe3e4f07ae045b90b0b8541f52 | delivered    | 2023-11-30 13:31:00.0  | 2024-01-04 21:13:00.0 | 35.32      | Late                
2e0ff81253a7fa54020cedbb9835d1c7 | 1             | b5abf4f36adc043117b4fca82c22984c | delivered    | 2023-04-18 02:42:00.0  | 2023-05-23 09:19:00.0 | 35.28      | Late                
